1,1,119.33,334.53,137.36,61.55000000000001,1,1,1.0
1,2,733.31,266.97,70.56000000000006,39.039999999999964,1,1,1.0
1,3,206.4,249.71,97.58000000000001,42.78,1,1,0.0
2,1,94.94,337.72,140.18,62.85999999999996,1,1,1.0
2,2,719.8,269.03,71.68000000000006,39.60000000000002,1,1,1.0
2,3,206.41,249.72,97.57000000000002,42.78,1,1,0.0
3,1,70.55,340.91,143.0,64.16999999999996,1,1,1.0
3,2,706.29,271.09,72.79000000000008,40.170000000000016,1,1,1.0
3,3,206.41,249.72,97.58000000000001,42.78999999999999,1,1,0.0
4,1,46.15,344.11,145.82,65.47999999999996,1,1,1.0
4,2,692.78,273.14,73.91000000000008,40.75,1,1,1.0
4,3,206.42,249.73,97.57000000000002,42.78,1,1,0.0
5,1,21.76,347.3,148.64000000000001,66.78999999999996,1,1,1.0
5,2,679.27,275.2,75.02999999999997,41.31999999999999,1,1,1.0
5,3,206.42,249.73,97.58000000000001,42.78999999999999,1,1,0.0
6,1,0.0,351.05,147.88,66.78999999999996,1,1,1.0
6,2,664.26,276.91,76.52999999999997,42.16999999999996,1,1,1.0
6,3,206.42,249.74,97.58000000000001,42.77999999999997,1,1,0.0
7,1,0.0,351.05,125.4,73.55000000000001,1,1,1.0
7,2,649.25,278.63,78.01999999999998,43.01999999999998,1,1,1.0
7,3,206.43,249.75,97.57,42.77999999999997,1,1,0.0
8,1,0.0,357.1,103.6,70.5,1,1,1.0
8,2,634.24,280.34,79.51999999999998,43.88000000000005,1,1,1.0
8,3,206.43,249.75,97.57999999999998,42.77999999999997,1,1,0.0
9,1,0.0,359.4,77.3,69.70000000000005,1,1,1.0
9,2,619.22,282.06,81.01999999999998,44.73000000000002,1,1,1.0
9,3,206.44,249.76,97.57,42.78000000000003,1,1,0.0
10,1,0.0,365.4,53.3,63.700000000000045,1,1,1.0
10,2,604.21,283.77,82.51999999999998,45.59000000000003,1,1,1.0
10,3,206.44,249.76,97.57999999999998,42.79000000000002,1,1,0.0
11,1,0.0,374.4,29.3,54.700000000000045,1,1,1.0
11,2,589.2,285.49,84.00999999999999,46.44,1,1,0.0
11,3,206.45,249.77,97.57,42.78,1,1,0.0
12,2,574.19,287.2,85.50999999999999,47.30000000000001,1,1,0.0
12,3,206.45,249.77,97.57999999999998,42.78999999999999,1,1,0.0
13,2,557.51,289.37,86.91999999999996,48.30000000000001,1,1,0.0
13,3,206.45,249.78,97.57999999999998,42.78,1,1,0.0
14,2,540.83,291.53,88.33999999999992,49.30000000000001,1,1,0.0
