1,1,55.53,60.56,119.35,63.05,1,1,1.0
1,2,95.32,1.27,225.17000000000002,63.04999999999999,1,1,0.0
1,3,0.0,13.28,15.75,33.769999999999996,1,1,1.0
2,1,36.77,57.56,119.34,63.05,1,1,1.0
2,2,95.27,1.25,225.18,63.05,1,1,0.0
2,3,0.0,13.28,11.3,33.769999999999996,1,1,1.0
3,1,17.25,54.56,119.35,63.05,1,1,1.0
3,2,95.23,1.23,225.18,63.04,1,1,0.0
3,3,0.0,13.28,6.0,33.769999999999996,1,1,1.0
4,1,0.0,50.05,116.33,63.05,1,1,1.0
4,2,95.19,1.2,225.18,63.05,1,1,0.0
5,1,0.75,48.55,93.8,57.05,1,1,1.0
5,2,95.15,1.18,225.17999999999998,63.050000000000004,1,1,0.0
6,1,0.75,43.3,78.05,57.05,1,1,1.0
6,2,95.11,1.16,225.16999999999996,63.05,1,1,0.0
7,1,0.75,39.54,60.05,57.050000000000004,1,1,1.0
7,2,95.07,1.14,225.17000000000002,63.05,1,1,0.0
8,1,0.75,39.54,43.55,52.559999999999995,1,1,1.0
8,2,95.02,1.12,225.18,63.050000000000004,1,1,0.0
9,1,0.75,38.04,27.05,52.559999999999995,1,1,1.0
9,2,94.98,1.1,225.18,63.050000000000004,1,1,0.0
10,1,0.75,38.04,15.05,52.559999999999995,1,1,1.0
10,2,94.94,1.08,225.18,63.05,1,1,0.0
10,4,913.45,190.42,45.039999999999964,72.80000000000004,1,1,1.0
11,2,94.9,1.06,225.17,63.05,1,1,0.0
11,4,865.4,180.7,93.09000000000003,88.5,1,1,1.0
12,2,94.86,1.04,225.16999999999996,63.050000000000004,1,1,0.0
12,4,819.6,172.4,138.89,96.79999999999998,1,1,1.0
13,2,94.82,1.02,225.17000000000002,63.04999999999999,1,1,0.0
13,4,776.1,158.9,182.39,108.79999999999998,1,1,1.0
14,2,94.77,1.0,225.18,63.05,1,1,0.0
14,4,734.1,151.4,224.39,116.29999999999998,1,1,1.0
14,5,1.49,177.66,15.76,51.03999999999999,1,1,1.0
